FlightID,TimeDeparture,LengthOfFlight,Airline,DayOfWeek,IsDelayed,TicketPrice
67,990,90,DL,7,1,131
69,1045,115,DL,5,1,133
70,1181,114,FL,5,0,131
71,865,110,FL,3,1,131
72,455,113,FL,5,0,133
72,460,120,FL,1,0,132
72,745,145,DL,4,1,135
72,745,145,DL,2,0,135
72,745,145,DL,1,1,131
72,745,145,DL,4,0,132
73,1155,175,DL,6,0,133
73,1155,175,DL,4,0,134
74,777,117,FL,1,1,133
74,824,125,DL,7,0,130
75,1030,110,FL,6,1,135
77,545,108,FL,3,0,130
78,840,165,DL,5,1,134
78,1085,122,FL,3,1,134
78,1085,122,FL,2,0,132
79,985,187,DL,5,1,133
79,990,189,DL,2,0,134
79,990,189,DL,6,1,132
80,688,117,FL,4,0,132
80,723,155,DL,1,0,131
81,934,111,FL,6,0,133
81,934,111,FL,1,1,133
81,934,111,FL,7,1,135
81,934,111,FL,2,0,132
82,665,276,DL,5,0,134
82,846,119,FL,7,1,134
84,1045,150,DL,3,0,134
84,1045,150,DL,7,1,132
85,1016,116,FL,3,1,135
87,1095,197,DL,7,0,134
87,1265,110,FL,1,1,131
88,1199,101,FL,6,0,134
90,1199,87,FL,6,0,133
90,1199,87,FL,5,0,134
90,1199,87,FL,5,0,130
91,1340,77,FL,1,1,130
92,648,83,FL,4,0,134
92,648,83,FL,3,0,135
93,1091,73,FL,5,1,130
94,912,86,FL,5,0,134
94,944,77,FL,1,1,132
95,545,73,FL,6,0,132
95,960,330,DL,1,1,135
96,375,85,FL,7,0,131
99,1140,204,DL,4,1,131
100,385,125,FL,3,0,134
101,622,252,DL,3,0,134
101,622,252,DL,4,0,130
102,986,147,FL,4,1,132
102,986,147,FL,3,0,132
102,1117,118,FL,5,1,131
103,525,147,FL,7,0,135
103,525,147,FL,5,0,131
104,440,120,DL,4,0,131
104,440,120,DL,7,0,131
104,652,125,FL,3,0,132
105,930,132,DL,1,1,135
108,930,95,DL,2,1,133
108,930,95,DL,3,0,134
108,930,95,DL,7,1,132
109,1085,94,DL,4,0,133
110,450,302,DL,1,0,130
110,1027,125,FL,5,1,130
110,1035,125,FL,4,1,134
110,1035,125,FL,4,1,135
112,716,125,FL,5,1,134
112,716,125,FL,5,1,134
112,725,125,FL,2,0,134
112,725,125,FL,6,1,130
112,725,125,FL,5,0,130
113,901,146,FL,4,0,133
113,901,146,FL,7,1,134
113,901,146,FL,2,0,130
113,909,146,FL,2,1,131
114,690,158,DL,3,0,131
114,690,158,DL,2,0,132
114,1113,122,FL,3,0,130
115,995,142,FL,2,0,133
115,1065,166,DL,4,0,132
116,807,96,DL,3,1,132
117,956,85,FL,3,1,133
117,977,88,FL,4,0,131
118,645,83,FL,6,0,133
119,721,89,FL,3,1,134
119,735,84,FL,1,0,130
119,735,84,FL,2,0,132
120,1077,100,FL,1,0,131
121,1080,86,FL,3,0,135
122,926,95,FL,3,0,132
122,931,95,FL,1,0,130
122,931,95,FL,2,0,130
122,931,95,FL,6,0,130
123,945,171,DL,2,0,135
123,945,171,DL,4,1,132
123,1260,88,FL,3,0,132
123,1265,88,FL,6,0,132
124,540,253,DL,7,0,134
124,540,253,DL,6,0,130
124,1125,95,FL,4,0,130
125,960,306,DL,3,1,133
127,915,408,DL,7,1,133
127,915,408,DL,4,0,130
127,915,408,DL,1,0,132
128,710,90,FL,1,0,135
128,754,95,FL,5,0,133
128,754,95,FL,2,0,131
128,754,95,FL,6,0,131
130,739,111,DL,2,1,131
130,739,111,DL,6,0,132
130,1199,94,FL,6,0,130
130,1199,95,FL,4,0,130
131,985,100,DL,4,1,135
131,1330,82,FL,1,1,131
131,1335,87,FL,5,1,134
132,380,95,FL,5,0,133
132,390,329,DL,7,0,134
132,390,329,DL,1,0,130
132,390,330,DL,7,0,131
134,480,100,FL,1,0,135
134,480,100,FL,5,0,130
134,800,170,DL,6,1,133
135,610,90,FL,4,0,135
135,610,90,FL,7,0,131
136,480,105,FL,1,0,132
139,1211,115,FL,7,1,135
139,1221,115,FL,1,1,134
140,535,118,FL,4,0,130
140,545,113,FL,2,0,130
140,545,113,FL,1,0,131
141,898,199,DL,1,1,130
141,898,207,DL,3,1,131
142,547,273,DL,4,0,134
143,360,135,FL,3,0,132
143,360,135,FL,7,0,132
143,915,120,DL,1,1,131
144,1335,118,FL,3,1,133
144,1335,118,FL,2,1,130
146,863,112,FL,1,0,130
147,795,123,FL,5,0,131
148,937,101,FL,3,1,135
148,937,101,FL,4,0,131
148,993,116,FL,6,0,135
149,1165,124,FL,7,1,131
150,595,110,DL,6,0,132
151,743,124,DL,2,1,134
151,748,124,DL,6,1,133
152,780,261,DL,6,1,130
152,780,261,DL,4,1,130
154,885,184,DL,2,0,132
154,905,185,DL,3,1,135
154,905,185,DL,7,1,130
155,360,100,FL,1,0,132
155,940,203,DL,6,0,135
156,505,104,FL,2,0,132
158,1170,116,DL,7,1,135
158,1170,116,DL,1,1,130
158,1185,115,DL,4,0,135
158,1195,104,FL,4,0,134
159,540,124,DL,4,0,133
159,540,124,DL,5,0,133
159,540,124,DL,4,0,135
159,1145,100,FL,4,0,135
159,1155,100,FL,7,1,130
161,550,209,FL,2,0,135
162,859,241,FL,1,0,130
162,878,241,FL,2,0,134
163,778,202,FL,5,0,134
163,778,202,FL,4,0,132
164,1030,240,FL,6,1,131
165,900,394,DL,3,1,130
166,741,165,DL,5,1,135
166,741,165,DL,5,0,130
166,741,165,DL,3,0,131
170,686,109,FL,7,0,135
170,728,84,DL,2,1,135
170,728,86,DL,2,0,130
170,728,84,DL,1,1,131
171,1335,102,FL,3,1,132
174,925,101,FL,2,0,135
175,610,103,FL,4,0,134
175,620,100,FL,1,0,135
175,620,100,FL,6,0,131
175,696,99,FL,7,0,135
176,688,109,FL,3,0,135
177,779,106,FL,3,0,131
178,450,108,FL,6,0,135
181,1049,96,FL,5,1,133
181,1051,96,FL,7,0,135
181,1051,96,FL,4,1,131
182,800,325,DL,1,0,134
183,360,123,FL,4,0,135
183,450,380,DL,3,0,130
184,455,101,FL,3,0,133
184,455,101,FL,2,0,133
184,455,101,FL,4,0,132
184,1025,169,DL,2,1,130
185,1139,131,FL,4,1,134
186,615,105,FL,7,0,133
187,1139,101,FL,1,0,131
187,1235,363,DL,1,0,134
189,761,123,FL,5,0,130
190,1260,99,FL,2,1,132
191,600,120,FL,2,0,134
192,905,145,DL,4,1,132
192,995,101,FL,4,0,135
192,1000,99,FL,5,0,135
193,999,118,FL,2,1,134
193,999,118,FL,3,0,132
198,827,101,FL,2,0,132
198,831,101,FL,7,0,132
199,880,120,FL,3,0,132
200,360,120,FL,2,0,132
201,480,86,DL,4,0,134
201,480,86,DL,5,0,135
201,720,90,FL,2,0,132
202,670,87,FL,3,0,131
202,670,109,FL,1,0,131
203,942,96,FL,4,0,133
203,942,96,FL,2,0,131
205,920,106,DL,1,1,133
205,920,106,DL,7,0,130
205,1250,100,FL,6,1,135
205,1250,100,FL,7,1,131
205,1250,100,FL,1,0,132
205,1270,100,FL,2,0,130
206,1177,112,FL,2,1,132
208,730,180,DL,1,0,134
208,730,180,DL,3,0,135
208,750,179,DL,2,1,134
210,420,295,DL,7,0,130
211,1095,350,DL,7,1,133
216,1089,181,FL,2,1,132
220,1250,250,FL,7,0,132
220,1270,244,FL,1,0,133
220,1270,244,FL,3,0,132
221,715,208,FL,4,0,133
221,715,208,FL,6,0,130
221,715,208,FL,2,0,130
221,1020,122,DL,5,1,135
221,1080,115,DL,4,0,133
222,965,121,FL,7,1,131
224,465,245,FL,7,0,133
224,535,250,FL,5,0,134
225,675,205,DL,3,0,135
225,1425,208,FL,2,1,131
226,1060,250,FL,3,1,131
227,430,208,FL,7,0,135
227,430,208,FL,3,0,132
227,798,121,FL,4,0,133
228,520,160,FL,5,0,134
229,720,147,FL,5,0,130
229,767,145,FL,6,1,130
230,652,105,FL,4,0,130
233,802,85,FL,7,0,133
234,375,110,FL,4,0,133
234,385,107,FL,6,0,130
234,385,107,FL,4,0,131
236,922,105,FL,1,1,131
236,956,105,FL,5,1,135
237,1330,92,FL,4,1,134
237,1330,92,FL,7,1,130
237,1330,92,FL,6,1,131
237,1340,91,FL,7,1,135
238,830,120,DL,3,1,132
239,530,88,FL,3,0,134
240,766,118,DL,6,0,135
240,1189,106,FL,1,0,133
242,807,188,DL,6,1,131
242,808,192,DL,1,0,130
242,1265,107,FL,1,1,132
245,1140,390,DL,6,0,131
246,390,320,DL,7,0,134
246,390,320,DL,1,0,135
248,790,265,DL,3,1,134
252,690,185,DL,3,0,133
255,933,116,FL,5,0,133
255,941,114,FL,3,0,131
256,1095,125,FL,2,0,133
256,1095,125,FL,7,0,135
258,495,219,DL,6,0,133
258,500,217,DL,5,0,132
258,772,132,FL,2,0,133
259,615,122,FL,7,0,135
260,360,125,FL,2,0,131
261,485,115,FL,7,0,132
263,870,109,FL,6,1,135
264,820,186,DL,6,0,130
264,850,185,DL,5,0,134
267,1150,111,FL,5,1,135
267,1150,111,FL,7,0,131
268,880,188,DL,6,1,133
268,880,188,DL,1,0,133
268,1070,129,FL,4,0,134
268,1070,129,FL,2,1,131
268,1079,129,FL,7,0,133
268,1079,131,FL,4,0,134
269,480,200,DL,1,0,133
269,480,200,DL,4,0,135
271,713,176,FL,5,1,130
272,525,147,FL,3,0,130
272,540,146,FL,2,0,133
276,1260,147,FL,4,1,131
277,1118,172,FL,3,0,131
277,1118,172,FL,4,1,131
278,984,146,FL,1,1,130
278,1011,152,FL,4,0,133
285,1270,134,FL,4,0,132
286,733,112,FL,4,1,135
289,900,139,FL,3,1,135
290,365,125,FL,6,0,130
290,365,125,FL,5,0,131
290,365,125,FL,3,0,132
291,620,138,FL,5,0,133
291,630,143,FL,7,0,133
292,1019,112,FL,7,1,132
295,535,139,FL,5,0,134
295,540,134,FL,2,0,134
295,540,134,FL,6,0,134
295,540,134,FL,5,0,134
296,1115,115,FL,3,0,133
298,654,112,FL,4,0,132
300,375,170,FL,1,0,131
301,430,91,DL,2,0,130
301,430,90,DL,7,0,131
301,435,94,DL,5,0,135
301,870,215,FL,5,0,130
301,877,215,FL,3,1,134
302,1290,96,DL,7,1,131
302,1290,96,DL,2,1,131
303,430,304,DL,4,0,133
303,430,304,DL,4,0,133
303,610,215,FL,4,0,133
303,610,215,FL,3,0,131
305,745,165,FL,7,0,135
305,745,165,FL,3,0,131
305,794,67,DL,4,0,135
305,794,67,DL,7,0,131
309,562,68,DL,4,0,133
309,1340,215,FL,5,1,135
309,1340,215,FL,4,1,135
311,400,84,FL,4,0,133
311,400,84,FL,7,0,133
311,400,84,FL,6,0,134
314,678,117,DL,5,0,134
314,678,116,DL,5,0,132
314,845,255,DL,7,1,134
314,845,255,DL,5,0,135
314,845,254,DL,5,1,130
314,845,255,DL,4,1,132
314,890,66,FL,2,0,135
314,890,66,FL,6,0,132
314,944,70,FL,4,0,132
315,635,72,FL,1,0,133
315,790,130,DL,4,0,132
318,1340,70,FL,7,1,135
318,1340,70,FL,4,1,135
319,900,85,DL,4,1,134
319,900,87,DL,1,1,134
319,994,74,FL,1,1,130
319,1073,76,FL,7,0,130
320,702,265,DL,2,0,130
322,1319,292,DL,1,0,135
322,1319,291,DL,7,1,130
322,1319,291,DL,5,0,131
324,770,270,FL,7,1,135
324,770,270,FL,5,0,131
324,770,270,FL,1,1,132
325,475,81,DL,1,0,134
325,475,80,DL,7,0,132
325,535,342,FL,4,0,130
326,1169,105,DL,1,0,131
327,1240,334,FL,7,1,131
328,370,83,DL,7,0,133
328,1375,270,FL,3,1,133
328,1375,270,FL,5,1,130
328,1375,270,FL,6,1,132
329,845,79,DL,3,0,130
329,845,79,DL,2,0,131
329,846,78,DL,5,1,135
331,355,140,FL,7,0,135
331,455,189,DL,7,0,131
332,530,121,FL,1,0,134
332,657,107,DL,1,0,133
332,660,114,DL,3,0,134
334,856,126,FL,3,0,133
334,883,126,FL,5,1,134
335,691,138,FL,3,0,135
335,706,138,FL,5,0,133
335,1022,88,DL,5,1,131
336,650,124,DL,3,0,131
336,670,122,FL,2,0,133
336,670,122,FL,5,0,132
337,1010,136,FL,3,1,132
337,1049,136,FL,5,0,133
337,1049,136,FL,1,1,130
338,1325,112,FL,3,0,133
338,1325,112,FL,7,0,131
339,420,95,DL,2,0,135
340,450,171,DL,3,0,133
340,450,171,DL,2,0,132
340,675,117,FL,1,0,131
341,1225,55,DL,4,1,135
342,970,123,FL,6,0,131
342,970,123,FL,6,1,131
342,1250,73,DL,1,1,134
345,832,138,FL,3,0,134
345,832,138,FL,4,1,132
345,935,180,DL,5,1,131
348,900,101,DL,5,1,134
349,796,174,DL,2,1,131
349,816,151,FL,6,0,133
349,816,151,FL,1,0,135
349,851,145,FL,3,0,135
349,1149,64,DL,2,0,130
349,1149,64,DL,4,0,130
349,1149,64,DL,3,1,130
354,890,130,FL,1,1,133
355,796,155,FL,2,0,130
356,1013,128,FL,2,1,132
356,1038,121,FL,5,1,135
360,455,127,FL,2,0,134
361,630,151,FL,4,0,132
363,425,153,FL,4,0,134
364,1157,130,FL,7,1,130
366,796,121,FL,3,0,133
367,980,161,FL,5,0,131
368,620,134,FL,4,0,133
368,620,133,FL,2,0,132
371,445,140,DL,3,0,132
371,450,140,DL,1,0,130
371,1060,156,FL,1,1,134
371,1064,156,FL,4,0,133
372,1100,129,FL,7,0,133
372,1101,128,FL,3,1,135
373,528,162,FL,5,0,132
373,533,162,FL,3,0,133
376,1094,169,FL,4,0,132
376,1125,165,FL,5,0,132
377,840,162,FL,1,1,132
378,826,169,FL,3,0,133
379,817,136,DL,3,0,133
379,817,136,DL,2,1,133
385,1138,116,DL,3,0,131
385,1146,109,DL,4,1,130
385,1300,67,DL,3,1,133
385,1300,67,DL,4,1,134
385,1300,67,DL,5,1,134
394,1030,72,DL,2,1,135
394,1030,72,DL,3,1,135
400,725,160,DL,5,0,133
400,725,160,DL,6,1,134
400,725,160,DL,4,0,135
400,725,160,DL,7,0,131
400,1330,102,FL,7,1,131
400,1335,102,FL,4,1,130
404,1255,95,FL,5,0,130
405,1122,94,FL,5,0,133
405,1126,94,FL,5,0,131
406,837,93,FL,3,0,135
406,837,93,FL,5,1,130
409,390,104,FL,6,0,130
409,390,104,FL,5,0,131
411,361,109,FL,4,0,134
411,365,110,FL,2,0,130
411,365,110,FL,6,0,130
411,370,102,FL,5,0,133
411,370,102,FL,4,0,130
412,1290,148,DL,6,1,130
412,1290,148,DL,5,1,131
413,900,165,DL,3,1,132
417,1078,97,FL,6,0,132
418,1305,84,FL,2,1,135
420,580,238,DL,5,0,135
420,811,257,DL,1,1,130
420,815,257,DL,6,1,133
420,1340,75,FL,7,1,130
421,1088,72,FL,3,1,135
421,1088,72,FL,2,1,131
421,1090,70,FL,1,0,130
423,650,211,DL,4,0,130
423,655,211,DL,6,0,134
424,918,242,DL,4,0,133
424,922,243,DL,5,0,131
424,922,243,DL,7,0,131
425,664,62,FL,2,0,134
425,664,62,FL,5,0,134
425,664,68,FL,5,0,135
425,669,62,FL,1,0,133
427,1049,214,DL,4,0,133
428,610,79,FL,5,0,132
428,980,248,DL,4,0,134
428,980,248,DL,4,0,130
429,360,75,FL,7,0,134
429,1050,212,DL,7,1,133
430,1063,248,DL,6,0,135
430,1077,126,FL,3,0,132
431,970,76,DL,5,0,134
434,525,124,FL,3,0,133
434,525,124,FL,5,0,133
434,525,124,FL,6,0,134
435,551,225,FL,1,0,130
435,551,225,FL,1,0,131
435,936,121,FL,1,1,133
435,936,121,FL,5,0,134
435,936,121,FL,2,0,131
436,771,119,FL,3,0,133
436,771,119,FL,5,0,131
437,1047,124,FL,7,0,133
439,360,164,DL,7,0,134
440,1345,127,FL,2,1,132
442,460,195,FL,4,0,133
443,725,196,FL,1,0,135
443,725,196,FL,5,0,131
443,833,198,FL,6,0,131
446,732,96,FL,3,0,132
446,807,89,FL,4,0,131
448,535,95,FL,6,0,135
448,535,95,FL,6,0,130
453,605,81,FL,7,0,133
454,1074,99,FL,3,0,130
454,1083,97,FL,4,0,132
455,1153,82,FL,4,0,134
455,1153,82,FL,7,0,130
460,545,105,FL,7,0,134
460,545,105,FL,7,0,130
461,360,126,FL,2,0,135
463,1160,125,FL,3,1,130
464,810,104,FL,7,0,132
464,954,83,FL,1,0,132
465,565,122,FL,7,0,134
465,565,122,FL,3,0,131
465,725,244,DL,2,1,134
465,725,244,DL,3,1,135
465,725,244,DL,3,0,130
465,725,244,DL,5,1,131
466,825,90,DL,1,0,135
466,825,90,DL,3,1,135
467,852,121,FL,5,0,135
467,854,119,FL,7,1,133
467,872,122,FL,4,1,131
468,1157,103,FL,5,1,131
469,1200,104,FL,5,0,131
470,1260,109,FL,1,0,132
470,1265,109,FL,4,1,134
471,1099,121,FL,3,1,131
471,1105,115,FL,7,0,133
471,1105,115,FL,6,0,132
472,615,110,FL,1,0,133
477,760,125,FL,5,0,131
477,761,125,FL,5,0,133
477,787,122,FL,3,0,135
478,1325,105,FL,6,1,135
478,1335,104,FL,3,1,133
478,1335,104,FL,1,1,130
478,1335,104,FL,2,1,131
480,1270,127,FL,7,1,135
481,420,142,FL,4,0,133
482,1049,126,FL,2,1,130
482,1049,126,FL,6,0,130
483,1218,141,FL,4,0,130
484,755,121,FL,7,0,132
485,878,142,FL,5,1,134
486,420,128,FL,5,0,133
486,455,128,FL,2,0,133
487,760,144,FL,3,0,132
487,848,140,FL,4,0,130
487,895,186,DL,5,1,130
487,895,186,DL,4,1,130
487,915,189,DL,4,0,133
488,686,122,FL,7,0,132
491,520,146,FL,5,0,134
491,560,140,FL,4,0,131
492,965,130,FL,5,0,130
492,965,130,FL,4,0,131
494,439,86,FL,7,0,133
494,439,86,FL,4,0,131
496,1159,86,FL,1,1,135
496,1164,88,FL,3,1,130
497,1205,92,FL,4,0,135
500,711,143,FL,1,0,130
508,823,145,FL,7,0,134
510,974,145,FL,6,1,130
510,975,145,FL,4,0,132
511,941,135,FL,4,0,133
511,941,135,FL,5,0,132
516,380,108,FL,5,0,135
519,375,129,DL,3,0,131
519,405,100,DL,3,0,133
519,405,100,DL,6,0,131
519,1260,90,FL,7,1,133
520,684,130,FL,4,0,130
521,566,148,FL,5,0,135
521,566,148,FL,2,0,130
521,570,144,FL,4,0,133
523,1225,150,FL,5,0,133
523,1225,150,FL,1,1,131
525,937,148,FL,7,0,133
525,937,148,FL,6,0,135
525,937,148,FL,3,0,131
528,1159,76,FL,4,0,134
529,1108,74,FL,5,0,132
530,1260,82,FL,7,1,135
530,1260,82,FL,2,0,131
530,1265,82,FL,5,0,132
530,1265,82,FL,2,0,132
531,819,76,FL,4,0,133
532,760,85,FL,1,0,135
533,425,85,FL,6,0,134
533,430,85,FL,7,0,135
533,430,85,FL,2,0,131
536,540,79,FL,4,0,130
536,540,79,FL,1,0,131
536,540,82,FL,6,0,131
537,594,76,FL,1,0,134
537,594,76,FL,2,0,130
537,597,71,FL,1,0,135
537,816,124,DL,2,1,134
539,760,200,FL,5,0,133
540,650,270,FL,4,0,135
540,650,270,FL,1,0,132
542,1280,270,FL,2,1,133
543,1439,208,FL,5,1,134
543,1439,208,FL,5,1,135
550,925,121,FL,5,0,131
550,926,121,FL,6,0,133
550,926,121,FL,6,1,134
551,1081,139,FL,3,0,130
553,772,137,FL,3,1,134
553,772,137,FL,6,0,134
556,1255,119,FL,3,0,134
557,350,145,FL,5,0,133
559,585,221,DL,6,0,134
560,870,135,DL,3,1,134
563,692,98,FL,4,0,134
563,692,98,FL,7,0,130
563,692,98,FL,3,0,130
569,1060,100,FL,2,1,132
571,600,226,DL,4,0,134
571,600,226,DL,2,0,135
573,400,140,FL,3,0,135
573,530,240,FL,3,0,134
573,530,262,FL,6,0,135
573,530,240,FL,3,0,130
573,530,240,FL,5,0,130
573,540,240,FL,5,0,135
575,1199,235,FL,3,1,133
575,1199,235,FL,4,1,130
576,865,260,DL,2,0,132
577,495,243,DL,2,0,133
582,880,133,DL,5,0,131
586,1035,85,FL,1,1,134
586,1072,105,FL,2,1,134
586,1072,105,FL,2,0,132
587,1280,105,FL,7,1,132
587,1295,105,FL,2,1,134
587,1295,105,FL,4,1,135
587,1295,105,FL,3,1,130
587,1295,105,FL,6,1,131
596,1325,128,FL,6,0,132
597,510,219,DL,5,0,132
597,1076,139,FL,2,0,133
597,1076,139,FL,1,1,133
598,739,124,FL,3,1,133
598,739,124,FL,4,0,132
599,410,150,FL,5,0,131
601,505,161,FL,3,0,135
601,505,161,FL,2,0,132
603,1041,162,FL,4,1,130
604,1100,143,FL,3,0,131
604,1113,137,FL,5,0,133
604,1113,137,FL,1,1,134
604,1113,137,FL,4,0,131
605,760,137,FL,6,0,134
607,732,253,FL,3,0,134
607,732,253,FL,5,1,135
607,742,253,FL,6,0,130
607,1155,105,FL,4,1,132
608,1225,289,FL,4,0,134
619,920,135,FL,3,1,132
629,760,95,DL,4,1,133
630,360,92,FL,2,0,133
632,751,81,FL,4,1,132
635,953,88,FL,5,1,131
636,1076,83,FL,5,0,134
639,1290,89,FL,1,1,132
639,1290,89,FL,2,1,132
642,755,155,FL,5,1,133
642,755,155,FL,4,1,132
649,575,152,FL,2,0,132
651,675,114,DL,5,0,131
652,1025,135,FL,6,1,135
652,1025,135,FL,5,1,135
653,1260,161,FL,3,0,134
656,375,131,FL,3,0,135
656,375,131,FL,2,0,131
656,375,138,FL,1,0,131
657,620,165,FL,2,0,135
657,620,165,FL,2,0,131
657,620,165,FL,7,0,132
657,625,160,FL,5,0,135
657,774,161,FL,3,1,134
660,425,154,FL,5,0,131
660,431,149,FL,4,0,133
661,1060,139,FL,3,0,134
667,610,146,FL,4,0,135
668,1109,150,FL,5,0,131
668,1109,150,FL,5,0,132
669,360,172,FL,6,0,133
669,1319,101,DL,1,1,133
669,1319,101,DL,3,0,134
669,1319,101,DL,5,1,130
671,525,177,FL,4,0,131
674,950,253,DL,3,0,133
674,952,253,DL,4,0,132
675,850,164,FL,6,0,132
676,610,166,FL,5,0,130
676,610,166,FL,6,0,132
677,941,159,FL,4,1,134
677,941,159,FL,2,1,132
677,977,164,FL,3,0,131
678,1057,177,FL,4,0,130
680,515,136,DL,6,0,132
681,920,143,FL,1,0,130
681,929,139,FL,4,0,131
683,625,148,FL,3,0,135
683,625,148,FL,1,0,130
686,1043,117,FL,4,0,134
687,1265,143,FL,1,0,134
688,733,122,FL,2,1,135
688,748,122,FL,5,0,134
691,940,110,DL,5,1,134
691,940,110,DL,7,1,132
694,929,90,FL,2,0,133
694,929,92,FL,5,0,134
696,610,90,FL,1,0,135
698,767,168,DL,3,0,130
703,992,91,FL,5,0,131
704,652,99,FL,1,0,133
707,1255,94,FL,3,0,131
707,1335,95,FL,6,1,133
707,1335,95,FL,1,1,133
707,1335,95,FL,5,1,135
707,1335,95,FL,5,1,132
708,440,114,FL,6,0,133
708,440,114,FL,3,0,130
715,390,98,FL,3,0,131
715,395,98,FL,2,0,135
716,670,96,FL,4,0,130
716,670,96,FL,5,0,130
716,801,149,FL,3,1,135
716,801,149,FL,4,0,132
717,385,155,DL,3,0,130
717,849,91,FL,2,0,130
717,849,91,FL,2,1,132
718,1069,94,FL,5,0,134
718,1199,96,FL,4,0,132
721,1115,155,DL,3,1,131
722,1047,139,FL,5,0,134
722,1047,139,FL,1,0,130
722,1047,139,FL,3,1,130
723,770,175,FL,1,0,133
723,881,176,FL,1,1,135
723,925,174,FL,3,0,134
724,660,254,DL,4,0,134
724,665,246,DL,4,0,135
724,665,246,DL,7,0,130
726,360,135,FL,2,0,130
727,535,150,FL,6,0,135
727,540,145,FL,6,0,131
728,960,129,FL,2,1,133
728,960,129,FL,3,0,130
729,1103,150,FL,1,0,130
729,1260,150,FL,1,1,133
732,1013,76,FL,3,0,135
734,596,98,DL,2,0,133
734,596,98,DL,4,0,134
734,596,98,DL,5,0,130
736,1025,73,FL,3,1,134
736,1365,258,DL,5,1,131
737,1255,75,FL,2,1,134
737,1255,75,FL,3,0,132
738,360,74,FL,5,0,132
739,629,73,FL,6,0,134
739,629,73,FL,2,0,132
748,695,75,DL,4,0,133
749,420,57,DL,2,0,135
749,520,120,DL,2,0,133
749,520,120,DL,4,0,133
749,520,120,DL,4,0,134
751,1210,116,FL,4,1,132
752,995,116,FL,4,1,135
752,995,116,FL,2,0,131
752,1005,116,FL,2,1,131
755,625,115,FL,1,0,132
759,715,105,FL,4,1,130
761,920,100,FL,7,0,130
762,760,106,FL,6,0,132
763,1184,107,FL,4,0,135
763,1184,107,FL,6,0,131
764,615,112,FL,5,0,133
764,615,112,FL,4,0,130
765,1005,107,FL,4,0,130
765,1005,107,FL,1,0,132
765,1007,107,FL,6,0,134
767,460,115,FL,1,0,135
767,465,115,FL,4,0,132
772,1188,285,FL,4,1,133
772,1208,285,FL,4,1,134
773,495,230,FL,7,0,131
777,635,285,FL,1,0,131
777,660,285,FL,4,0,131
778,785,230,FL,7,1,134
778,810,230,FL,4,0,133
782,480,81,FL,6,0,130
782,480,81,FL,7,0,131
782,480,81,FL,3,0,131
782,596,120,FL,4,0,135
